year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,indicated_abuse_neglect,indicated_sexual_abuse,reported_abuse_neglect,reported_sexual_abuse,indicated_abuse_neglect_rate,indicated_sexual_abuse_rate,reported_abuse_neglect_rate,reported_sexual_abuse_rate
1996,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15892,355.0,41.0,810.0,94.0,2233.8,258.0,5096.9,591.5
1996,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,131428,720.0,85.0,2910.0,262.0,547.8,64.7,2214.1,199.3
1996,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14311,276.0,29.0,846.0,63.0,1928.6,202.6,5911.5,440.2
1996,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,72549,1525.0,149.0,4214.0,365.0,2102.0,205.4,5808.5,503.1
1996,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9675,68.0,16.0,218.0,32.0,702.8,165.4,2253.2,330.7
1997,1,1.0,Adams,8,Central,Mostly Urban,32.6,17574,329.0,35.0,880.0,69.0,1872.1,199.2,5007.4,392.6
1997,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2645,47.0,9.0,214.0,22.0,1776.9,340.3,8090.7,831.8
1997,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3961,67.0,9.0,212.0,25.0,1691.5,227.2,5352.2,631.2
1997,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,11535,99.0,12.0,348.0,36.0,858.3,104.0,3016.9,312.1
1997,5,9.0,Brown,8,Central,Mostly Urban,41.1,1266,9.0,3.0,31.0,4.0,710.9,237.0,2448.7,316.0
1997,6,11.0,Bureau,13,Central,Mostly Rural,57.4,9157,110.0,17.0,327.0,42.0,1201.3,185.7,3571.0,458.7
1997,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1212,6.0,0.0,26.0,1.0,495.0,0.0,2145.2,82.5
1997,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4234,86.0,7.0,174.0,9.0,2031.2,165.3,4109.6,212.6
1997,9,17.0,Cass,8,Central,Mostly Rural,52.1,3473,40.0,6.0,138.0,12.0,1151.7,172.8,3973.5,345.5
1997,10,19.0,Champaign,6,Central,Mostly Urban,12.7,38691,808.0,41.0,1994.0,131.0,2088.3,106.0,5153.7,338.6
1997,11,21.0,Christian,4,Central,Mostly Urban,43.5,8787,260.0,20.0,574.0,42.0,2958.9,227.6,6532.4,478.0
1997,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4235,53.0,11.0,175.0,26.0,1251.5,259.7,4132.2,613.9
1997,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3590,44.0,11.0,135.0,28.0,1225.6,306.4,3760.4,779.9
1997,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,9096,99.0,14.0,261.0,22.0,1088.4,153.9,2869.4,241.9
1997,15,29.0,Coles,5,Central,Mostly Urban,24.3,10944,218.0,28.0,679.0,77.0,1992.0,255.8,6204.3,703.6
1997,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1392241,17871.0,1440.0,49613.0,3343.0,1283.6,103.4,3563.5,240.1
1997,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4891,89.0,9.0,181.0,27.0,1819.7,184.0,3700.7,552.0
1997,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,3047,42.0,3.0,97.0,8.0,1378.4,98.5,3183.5,262.6
1997,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19769,274.0,29.0,694.0,49.0,1386.0,146.7,3510.5,247.9
1997,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4233,83.0,9.0,271.0,22.0,1960.8,212.6,6402.1,519.7
1997,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5508,37.0,9.0,151.0,18.0,671.8,163.4,2741.5,326.8
1997,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,236325,862.0,107.0,3074.0,308.0,364.8,45.3,1300.8,130.3
1997,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4971,88.0,6.0,247.0,16.0,1770.3,120.7,4968.8,321.9
1997,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1686,32.0,3.0,50.0,3.0,1898.0,177.9,2965.6,177.9
1997,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9930,118.0,12.0,361.0,43.0,1188.3,120.8,3635.4,433.0
1997,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5370,121.0,19.0,286.0,42.0,2253.3,353.8,5325.9,782.1
1997,27,53.0,Ford,11,Central,Mostly Urban,41.8,3757,53.0,8.0,169.0,19.0,1410.7,212.9,4498.3,505.7
1997,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9395,118.0,16.0,546.0,56.0,1256.0,170.3,5811.6,596.1
1997,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8874,255.0,36.0,623.0,68.0,2873.6,405.7,7020.5,766.3
1997,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1506,25.0,2.0,87.0,8.0,1660.0,132.8,5776.9,531.2
1997,31,61.0,Greene,7,Central,Mostly Rural,70.8,3941,62.0,6.0,212.0,16.0,1573.2,152.2,5379.3,406.0
1997,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9908,51.0,7.0,236.0,18.0,514.7,70.6,2381.9,181.7
1997,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2101,45.0,10.0,112.0,18.0,2141.8,476.0,5330.8,856.7
1997,34,67.0,Hancock,9,Central,Mostly Rural,71.0,5237,96.0,19.0,255.0,30.0,1833.1,362.8,4869.2,572.8
1997,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1059,6.0,4.0,74.0,10.0,566.6,377.7,6987.7,944.3
1997,36,71.0,Henderson,9,Central,Mostly Rural,99.7,2014,20.0,5.0,66.0,7.0,993.0,248.3,3277.1,347.6
1997,37,73.0,Henry,14,Central,Mostly Rural,50.3,13309,199.0,22.0,526.0,56.0,1495.2,165.3,3952.2,420.8
1997,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,8221,97.0,11.0,245.0,26.0,1179.9,133.8,2980.2,316.3
1997,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11975,301.0,23.0,671.0,47.0,2513.6,192.1,5603.3,392.5
1997,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2825,37.0,3.0,66.0,9.0,1309.7,106.2,2336.3,318.6
1997,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9926,197.0,19.0,602.0,56.0,1984.7,191.4,6064.9,564.2
1997,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5628,57.0,10.0,161.0,20.0,1012.8,177.7,2860.7,355.4
1997,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5457,82.0,10.0,204.0,19.0,1502.7,183.3,3738.3,348.2
1997,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2416,21.0,4.0,93.0,13.0,869.2,165.6,3849.3,538.1
1997,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,115056,1287.0,155.0,3569.0,355.0,1118.6,134.7,3102.0,308.5
1997,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28684,569.0,76.0,1449.0,153.0,1983.7,265.0,5051.6,533.4
1997,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,14706,108.0,17.0,262.0,31.0,734.4,115.6,1781.6,210.8
1997,48,95.0,Knox,9,Central,Mostly Urban,24.3,12812,361.0,28.0,803.0,65.0,2817.7,218.5,6267.6,507.3
1997,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,178715,1296.0,123.0,4146.0,334.0,725.2,68.8,2319.9,186.9
1997,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28470,692.0,60.0,1486.0,120.0,2430.6,210.7,5219.5,421.5
1997,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3704,76.0,7.0,150.0,18.0,2051.8,189.0,4049.7,486.0
1997,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,9081,145.0,15.0,375.0,27.0,1596.7,165.2,4129.5,297.3
1997,53,105.0,Livingston,11,Central,Mostly Urban,40.8,10143,212.0,15.0,593.0,50.0,2090.1,147.9,5846.4,493.0
1997,54,107.0,Logan,11,Central,Mostly Urban,39.9,7130,55.0,15.0,314.0,42.0,771.4,210.4,4403.9,589.1
1997,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6233,127.0,14.0,359.0,30.0,2037.5,224.6,5759.7,481.3
1997,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,73489,734.0,61.0,1744.0,147.0,998.8,83.0,2373.1,200.0
1997,57,113.0,McLean,11,Central,Mostly Urban,16.5,34444,735.0,60.0,1828.0,142.0,2133.9,174.2,5307.2,412.3
1997,58,115.0,Macon,6,Central,Mostly Urban,15.3,29421,425.0,69.0,1490.0,140.0,1444.5,234.5,5064.4,475.9
1997,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12392,204.0,27.0,620.0,51.0,1646.2,217.9,5003.2,411.6
1997,60,119.0,Madison,3,Southern,Mostly Urban,13.3,66005,1208.0,136.0,3142.0,296.0,1830.2,206.0,4760.2,448.5
1997,61,121.0,Marion,4,Southern,Mostly Urban,45.1,11031,238.0,29.0,694.0,72.0,2157.6,262.9,6291.4,652.7
1997,62,123.0,Marshall,10,Central,Completely Rural,100.0,3152,28.0,11.0,96.0,15.0,888.3,349.0,3045.7,475.9
1997,63,125.0,Mason,8,Central,Mostly Rural,77.5,4135,66.0,9.0,279.0,22.0,1596.1,217.7,6747.3,532.0
1997,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3635,35.0,6.0,212.0,14.0,962.9,165.1,5832.2,385.1
1997,65,129.0,Menard,8,Central,Mostly Rural,75.7,3328,17.0,2.0,126.0,8.0,510.8,60.1,3786.1,240.4
1997,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4373,56.0,9.0,163.0,19.0,1280.6,205.8,3727.4,434.5
1997,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,6960,46.0,1.0,105.0,4.0,660.9,14.4,1508.6,57.5
1997,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7592,141.0,13.0,388.0,28.0,1857.2,171.2,5110.6,368.8
1997,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8711,213.0,15.0,588.0,51.0,2445.2,172.2,6750.1,585.5
1997,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3723,57.0,5.0,147.0,17.0,1531.0,134.3,3948.4,456.6
1997,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13917,254.0,19.0,513.0,34.0,1825.1,136.5,3686.1,244.3
1997,72,143.0,Peoria,10,Central,Mostly Urban,14.6,47624,937.0,122.0,2774.0,245.0,1967.5,256.2,5824.8,514.4
1997,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5337,94.0,27.0,249.0,40.0,1761.3,505.9,4665.5,749.5
1997,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4174,32.0,4.0,124.0,11.0,766.7,95.8,2970.8,263.5
1997,75,149.0,Pike,8,Central,Mostly Rural,72.3,4334,81.0,17.0,223.0,28.0,1868.9,392.2,5145.4,646.1
1997,76,151.0,Pope,1,Southern,Completely Rural,100.0,992,7.0,1.0,44.0,5.0,705.6,100.8,4435.5,504.0
1997,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2084,16.0,4.0,136.0,16.0,767.8,191.9,6525.9,767.8
1997,78,155.0,Putnam,10,Central,Completely Rural,100.0,1521,16.0,1.0,47.0,4.0,1051.9,65.7,3090.1,263.0
1997,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7922,187.0,18.0,396.0,31.0,2360.5,227.2,4998.7,391.3
1997,80,159.0,Richland,2,Southern,Mostly Urban,43.5,4194,134.0,13.0,257.0,26.0,3195.0,310.0,6127.8,619.9
1997,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,36911,864.0,66.0,2287.0,172.0,2340.8,178.8,6196.0,466.0
1997,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,74125,1537.0,139.0,4084.0,351.0,2073.5,187.5,5509.6,473.5
1997,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6577,154.0,23.0,426.0,61.0,2341.5,349.7,6477.1,927.5
1997,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,48477,886.0,79.0,2888.0,224.0,1827.7,163.0,5957.5,462.1
1997,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1753,27.0,4.0,57.0,6.0,1540.2,228.2,3251.6,342.3
1997,86,171.0,Scott,7,Central,Completely Rural,100.0,1435,13.0,1.0,39.0,4.0,905.9,69.7,2717.8,278.7
1997,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5943,60.0,8.0,244.0,26.0,1009.6,134.6,4105.7,437.5
1997,88,175.0,Stark,10,Central,Completely Rural,100.0,1639,16.0,0.0,53.0,2.0,976.2,0.0,3233.7,122.0
1997,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12718,223.0,32.0,694.0,67.0,1753.4,251.6,5456.8,526.8
1997,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,32341,493.0,75.0,1275.0,154.0,1524.4,231.9,3942.4,476.2
1997,91,181.0,Union,1,Southern,Mostly Rural,65.9,4310,51.0,16.0,238.0,37.0,1183.3,371.2,5522.0,858.5
1997,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,21895,571.0,52.0,1599.0,128.0,2607.9,237.5,7303.0,584.6
1997,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3262,78.0,8.0,164.0,19.0,2391.2,245.2,5027.6,582.5
1997,94,187.0,Warren,9,Central,Mostly Urban,45.5,4597,97.0,19.0,232.0,30.0,2110.1,413.3,5046.8,652.6
1997,95,189.0,Washington,20,Southern,Mostly Rural,73.6,3971,27.0,7.0,96.0,11.0,679.9,176.3,2417.5,277.0
1997,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,4170,67.0,10.0,167.0,19.0,1606.7,239.8,4004.8,455.6
1997,97,193.0,White,2,Southern,Mostly Rural,62.0,3503,83.0,17.0,217.0,23.0,2369.4,485.3,6194.7,656.6
1997,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,15774,272.0,27.0,750.0,54.0,1724.4,171.2,4754.7,342.3
1997,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,136413,601.0,73.0,2652.0,193.0,440.6,53.5,1944.1,141.5
1997,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,14401,241.0,36.0,855.0,93.0,1673.5,250.0,5937.1,645.8
1997,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,73115,1305.0,162.0,4113.0,350.0,1784.9,221.6,5625.4,478.7
1997,102,203.0,Woodford,11,Central,Mostly Rural,54.9,9640,82.0,11.0,243.0,28.0,850.6,114.1,2520.7,290.5
1998,1,1.0,Adams,8,Central,Mostly Urban,32.6,17355,331.0,39.0,830.0,70.0,1907.2,224.7,4782.5,403.3
1998,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,2567,59.0,11.0,186.0,16.0,2298.4,428.5,7245.8,623.3
1998,3,5.0,Bond,3,Southern,Mostly Rural,60.7,3928,51.0,6.0,154.0,17.0,1298.4,152.7,3920.6,432.8
1998,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,11810,78.0,6.0,368.0,28.0,660.5,50.8,3116.0,237.1
1998,5,9.0,Brown,8,Central,Mostly Urban,41.1,1249,10.0,0.0,31.0,3.0,800.6,0.0,2482.0,240.2
1998,6,11.0,Bureau,13,Central,Mostly Rural,57.4,8963,103.0,9.0,302.0,21.0,1149.2,100.4,3369.4,234.3
1998,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,1182,23.0,1.0,31.0,2.0,1945.9,84.6,2622.7,169.2
1998,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,4197,60.0,4.0,176.0,9.0,1429.6,95.3,4193.5,214.4
1998,9,17.0,Cass,8,Central,Mostly Rural,52.1,3460,55.0,8.0,181.0,13.0,1589.6,231.2,5231.2,375.7
1998,10,19.0,Champaign,6,Central,Mostly Urban,12.7,38151,601.0,48.0,1778.0,133.0,1575.3,125.8,4660.4,348.6
1998,11,21.0,Christian,4,Central,Mostly Urban,43.5,8667,173.0,24.0,436.0,49.0,1996.1,276.9,5030.6,565.4
1998,12,23.0,Clark,5,Southern,Mostly Rural,59.5,4244,66.0,5.0,174.0,8.0,1555.1,117.8,4099.9,188.5
1998,13,25.0,Clay,4,Southern,Mostly Rural,64.7,3573,50.0,5.0,146.0,11.0,1399.4,139.9,4086.2,307.9
1998,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,9017,104.0,13.0,257.0,34.0,1153.4,144.2,2850.2,377.1
1998,15,29.0,Coles,5,Central,Mostly Urban,24.3,10791,214.0,21.0,667.0,74.0,1983.1,194.6,6181.1,685.8
1998,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,1393743,14434.0,1211.0,46757.0,2968.0,1035.6,86.9,3354.8,213.0
1998,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,4817,93.0,9.0,194.0,20.0,1930.7,186.8,4027.4,415.2
1998,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,3006,29.0,4.0,131.0,5.0,964.7,133.1,4358.0,166.3
1998,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,19993,323.0,21.0,699.0,40.0,1615.6,105.0,3496.2,200.1
1998,20,39.0,De Witt,6,Central,Mostly Urban,48.8,4193,91.0,9.0,307.0,37.0,2170.3,214.6,7321.7,882.4
1998,21,41.0,Douglas,6,Central,Mostly Rural,61.6,5436,50.0,3.0,156.0,7.0,919.8,55.2,2869.8,128.8
1998,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,238310,738.0,97.0,3121.0,272.0,309.7,40.7,1309.6,114.1
1998,23,45.0,Edgar,5,Central,Mostly Rural,51.8,4893,63.0,10.0,258.0,23.0,1287.6,204.4,5272.8,470.1
1998,24,47.0,Edwards,2,Southern,Completely Rural,100.0,1649,15.0,0.0,47.0,,909.6,0.0,2850.2,
1998,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,9860,133.0,21.0,352.0,44.0,1348.9,213.0,3570.0,446.2
1998,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,5294,115.0,14.0,302.0,23.0,2172.3,264.5,5704.6,434.5
1998,27,53.0,Ford,11,Central,Mostly Urban,41.8,3714,57.0,12.0,170.0,29.0,1534.7,323.1,4577.3,780.8
1998,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,9211,202.0,30.0,574.0,74.0,2193.0,325.7,6231.7,803.4
1998,29,57.0,Fulton,9,Central,Mostly Rural,60.0,8675,216.0,28.0,507.0,49.0,2489.9,322.8,5844.4,564.8
1998,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,1473,40.0,8.0,102.0,15.0,2715.5,543.1,6924.6,1018.3
1998,31,61.0,Greene,7,Central,Mostly Rural,70.8,3876,85.0,9.0,213.0,28.0,2193.0,232.2,5495.4,722.4
1998,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,9909,55.0,12.0,252.0,22.0,555.1,121.1,2543.1,222.0
1998,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,2095,17.0,2.0,86.0,7.0,811.5,95.5,4105.0,334.1
1998,34,67.0,Hancock,9,Central,Mostly Rural,71.0,5150,87.0,6.0,240.0,19.0,1689.3,116.5,4660.2,368.9
1998,35,69.0,Hardin,2,Southern,Completely Rural,100.0,1019,27.0,7.0,76.0,13.0,2649.7,686.9,7458.3,1275.8
1998,36,71.0,Henderson,9,Central,Mostly Rural,99.7,1959,24.0,4.0,68.0,7.0,1225.1,204.2,3471.2,357.3
1998,37,73.0,Henry,14,Central,Mostly Rural,50.3,13105,214.0,28.0,577.0,59.0,1633.0,213.7,4402.9,450.2
1998,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,8094,100.0,9.0,296.0,22.0,1235.5,111.2,3657.0,271.8
1998,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,11778,201.0,29.0,562.0,60.0,1706.6,246.2,4771.6,509.4
1998,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,2762,36.0,8.0,108.0,13.0,1303.4,289.6,3910.2,470.7
1998,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,9797,172.0,17.0,569.0,45.0,1755.6,173.5,5807.9,459.3
1998,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,5609,50.0,3.0,180.0,13.0,891.4,53.5,3209.1,231.8
1998,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,5303,60.0,3.0,143.0,7.0,1131.4,56.6,2696.6,132.0
1998,44,87.0,Johnson,1,Southern,Completely Rural,100.0,2398,32.0,9.0,82.0,15.0,1334.4,375.3,3419.5,625.5
1998,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,117332,1123.0,127.0,3352.0,286.0,957.1,108.2,2856.9,243.8
1998,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,28411,519.0,53.0,1444.0,130.0,1826.8,186.5,5082.5,457.6
1998,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,15167,137.0,12.0,328.0,25.0,903.3,79.1,2162.6,164.8
1998,48,95.0,Knox,9,Central,Mostly Urban,24.3,12628,399.0,42.0,807.0,79.0,3159.6,332.6,6390.6,625.6
1998,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,182006,1279.0,174.0,3835.0,327.0,702.7,95.6,2107.1,179.7
1998,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,28327,600.0,84.0,1513.0,127.0,2118.1,296.5,5341.2,448.3
1998,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,3619,45.0,16.0,148.0,20.0,1243.4,442.1,4089.5,552.6
1998,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,8961,168.0,14.0,421.0,37.0,1874.8,156.2,4698.1,412.9
1998,53,105.0,Livingston,11,Central,Mostly Urban,40.8,10036,167.0,14.0,601.0,39.0,1664.0,139.5,5988.4,388.6
1998,54,107.0,Logan,11,Central,Mostly Urban,39.9,7030,66.0,8.0,334.0,30.0,938.8,113.8,4751.1,426.7
1998,55,109.0,McDonough,9,Central,Mostly Urban,29.5,6098,129.0,16.0,260.0,27.0,2115.4,262.4,4263.7,442.8
1998,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,75076,752.0,54.0,1825.0,127.0,1001.7,71.9,2430.9,169.2
1998,57,113.0,McLean,11,Central,Mostly Urban,16.5,34695,669.0,56.0,1744.0,137.0,1928.2,161.4,5026.7,394.9
1998,58,115.0,Macon,6,Central,Mostly Urban,15.3,28916,370.0,40.0,1623.0,120.0,1279.6,138.3,5612.8,415.0
1998,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,12193,220.0,17.0,628.0,40.0,1804.3,139.4,5150.5,328.1
1998,60,119.0,Madison,3,Southern,Mostly Urban,13.3,65320,1261.0,142.0,3187.0,281.0,1930.5,217.4,4879.1,430.2
1998,61,121.0,Marion,4,Southern,Mostly Urban,45.1,10822,289.0,36.0,738.0,90.0,2670.5,332.7,6819.4,831.6
1998,62,123.0,Marshall,10,Central,Completely Rural,100.0,3114,34.0,11.0,108.0,16.0,1091.8,353.2,3468.2,513.8
1998,63,125.0,Mason,8,Central,Mostly Rural,77.5,4040,71.0,6.0,202.0,20.0,1757.4,148.5,5000.0,495.0
1998,64,127.0,Massac,1,Southern,Mostly Rural,50.5,3598,51.0,8.0,209.0,29.0,1417.5,222.3,5808.8,806.0
1998,65,129.0,Menard,8,Central,Mostly Rural,75.7,3282,17.0,1.0,132.0,5.0,518.0,30.5,4021.9,152.3
1998,66,131.0,Mercer,14,Central,Mostly Rural,77.8,4304,50.0,2.0,142.0,5.0,1161.7,46.5,3299.3,116.2
1998,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,7107,32.0,1.0,116.0,9.0,450.3,14.1,1632.2,126.6
1998,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,7468,103.0,13.0,359.0,26.0,1379.2,174.1,4807.2,348.2
1998,69,137.0,Morgan,7,Central,Mostly Urban,36.2,8528,192.0,29.0,480.0,53.0,2251.4,340.1,5628.5,621.5
1998,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,3669,10.0,1.0,112.0,6.0,272.6,27.3,3052.6,163.5
1998,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,13888,218.0,19.0,485.0,44.0,1569.7,136.8,3492.2,316.8
1998,72,143.0,Peoria,10,Central,Mostly Urban,14.6,46963,950.0,78.0,2581.0,166.0,2022.9,166.1,5495.8,353.5
1998,73,145.0,Perry,20,Southern,Mostly Urban,43.6,5204,75.0,6.0,261.0,26.0,1441.2,115.3,5015.4,499.6
1998,74,147.0,Piatt,6,Central,Mostly Rural,67.7,4104,12.0,1.0,98.0,8.0,292.4,24.4,2387.9,194.9
1998,75,149.0,Pike,8,Central,Mostly Rural,72.3,4294,91.0,13.0,236.0,18.0,2119.2,302.7,5496.0,419.2
1998,76,151.0,Pope,1,Southern,Completely Rural,100.0,973,23.0,9.0,61.0,12.0,2363.8,925.0,6269.3,1233.3
1998,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,2060,40.0,10.0,105.0,15.0,1941.7,485.4,5097.1,728.2
1998,78,155.0,Putnam,10,Central,Completely Rural,100.0,1503,14.0,3.0,36.0,4.0,931.5,199.6,2395.2,266.1
1998,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,7713,132.0,8.0,365.0,22.0,1711.4,103.7,4732.3,285.2
1998,80,159.0,Richland,2,Southern,Mostly Urban,43.5,4107,128.0,13.0,293.0,28.0,3116.6,316.5,7134.2,681.8
1998,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,36404,764.0,77.0,2236.0,172.0,2098.7,211.5,6142.2,472.5
1998,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,72586,1198.0,116.0,3619.0,248.0,1650.5,159.8,4985.8,341.7
1998,83,165.0,Saline,1,Southern,Mostly Urban,43.7,6528,131.0,13.0,354.0,21.0,2006.7,199.1,5422.8,321.7
1998,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,47866,878.0,94.0,2592.0,187.0,1834.3,196.4,5415.1,390.7
1998,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,1698,20.0,2.0,63.0,8.0,1177.9,117.8,3710.2,471.1
1998,86,171.0,Scott,7,Central,Completely Rural,100.0,1418,18.0,1.0,55.0,2.0,1269.4,70.5,3878.7,141.0
1998,87,173.0,Shelby,4,Central,Mostly Rural,77.7,5890,68.0,12.0,249.0,21.0,1154.5,203.7,4227.5,356.5
1998,88,175.0,Stark,10,Central,Completely Rural,100.0,1615,19.0,3.0,70.0,6.0,1176.5,185.8,4334.4,371.5
1998,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,12567,159.0,16.0,513.0,44.0,1265.2,127.3,4082.1,350.1
1998,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,31944,451.0,62.0,1177.0,142.0,1411.8,194.1,3684.6,444.5
1998,91,181.0,Union,1,Southern,Mostly Rural,65.9,4263,54.0,14.0,232.0,24.0,1266.7,328.4,5442.2,563.0
1998,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,21555,497.0,47.0,1501.0,108.0,2305.7,218.0,6963.6,501.0
1998,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,3189,66.0,9.0,180.0,18.0,2069.6,282.2,5644.4,564.4
1998,94,187.0,Warren,9,Central,Mostly Urban,45.5,4509,124.0,11.0,247.0,25.0,2750.1,244.0,5477.9,554.4
