year,id,fips_number,county_name,judicial_circuit,region,community_type,percent_rural,population,death,imprisonment,other,probation,death_rate,imprisonment_rate,other_rate,probation_rate
1984,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8220,0.0,6.0,,5.0,0.0,73.0,,60.8
1984,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31208,0.0,10.0,,19.0,0.0,32.0,,60.9
1984,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,22058,0.0,8.0,,13.0,0.0,36.3,,58.9
1984,27,53.0,Ford,11,Central,Mostly Urban,41.8,15014,0.0,1.0,,5.0,0.0,6.7,,33.3
1984,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,43098,0.0,39.0,,42.0,0.0,90.5,,97.5
1984,29,57.0,Fulton,9,Central,Mostly Rural,60.0,41281,0.0,31.0,,40.0,0.0,75.1,,96.9
1984,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7644,0.0,2.0,,15.0,0.0,26.2,,196.2
1984,31,61.0,Greene,7,Central,Mostly Rural,70.8,15986,0.0,8.0,,8.0,0.0,50.0,,50.0
1984,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,30735,0.0,16.0,,21.0,0.0,52.1,,68.3
1984,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9166,0.0,10.0,,10.0,0.0,109.1,,109.1
1984,34,67.0,Hancock,9,Central,Mostly Rural,71.0,23247,0.0,12.0,,25.0,0.0,51.6,,107.5
1984,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5469,0.0,1.0,,4.0,0.0,18.3,,73.1
1984,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8799,0.0,3.0,,17.0,0.0,34.1,,193.2
1984,37,73.0,Henry,14,Central,Mostly Rural,50.3,55530,0.0,24.0,,82.0,0.0,43.2,,147.7
1984,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,32541,0.0,17.0,,39.0,0.0,52.2,,119.8
1984,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61480,0.0,62.0,,128.0,0.0,100.8,,208.2
1984,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11289,0.0,12.0,,9.0,0.0,106.3,,79.7
1984,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38281,0.0,80.0,,97.0,0.0,209.0,,253.4
1984,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20376,0.0,9.0,,11.0,0.0,44.2,,54.0
1984,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22944,0.0,1.0,,1.0,0.0,4.4,,4.4
1984,44,87.0,Johnson,1,Southern,Completely Rural,100.0,10275,0.0,12.0,,21.0,0.0,116.8,,204.4
1984,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,286381,0.0,135.0,,315.0,0.0,47.1,,110.0
1984,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,98513,0.0,59.0,,138.0,0.0,59.9,,140.1
1984,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37261,0.0,4.0,,19.0,0.0,10.7,,51.0
1984,48,95.0,Knox,9,Central,Mostly Urban,24.3,58668,0.0,29.0,,64.0,0.0,49.4,,109.1
1984,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,457407,1.0,162.0,,534.0,0.2,35.4,,116.7
1984,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,108595,0.0,94.0,,78.0,0.0,86.6,,71.8
1984,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,18092,0.0,9.0,,13.0,0.0,49.7,,71.9
1984,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34476,0.0,37.0,,75.0,0.0,107.3,,217.5
1984,53,105.0,Livingston,11,Central,Mostly Urban,40.8,40495,0.0,29.0,,57.0,0.0,71.6,,140.8
1984,54,107.0,Logan,11,Central,Mostly Urban,39.9,30947,0.0,18.0,,17.0,0.0,58.2,,54.9
1984,55,109.0,McDonough,9,Central,Mostly Urban,29.5,36601,0.0,36.0,,56.0,0.0,98.4,,153.0
1984,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,154773,0.0,43.0,,115.0,0.0,27.8,,74.3
1984,57,113.0,McLean,11,Central,Mostly Urban,16.5,122295,1.0,89.0,,144.0,0.8,72.8,,117.7
1984,58,115.0,Macon,6,Central,Mostly Urban,15.3,126033,0.0,154.0,,160.0,0.0,122.2,,127.0
1984,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49274,0.0,16.0,,42.0,0.0,32.5,,85.2
1984,60,119.0,Madison,3,Southern,Mostly Urban,13.3,245117,0.0,250.0,,337.0,0.0,102.0,,137.5
1984,61,121.0,Marion,4,Southern,Mostly Urban,45.1,44139,1.0,52.0,,63.0,2.3,117.8,,142.7
1984,62,123.0,Marshall,10,Central,Completely Rural,100.0,13805,0.0,5.0,,4.0,0.0,36.2,,29.0
1984,63,125.0,Mason,8,Central,Mostly Rural,77.5,17906,0.0,8.0,,20.0,0.0,44.7,,111.7
1984,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14951,0.0,8.0,,21.0,0.0,53.5,,140.5
1984,65,129.0,Menard,8,Central,Mostly Rural,75.7,11603,0.0,12.0,,8.0,0.0,103.4,,68.9
1984,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18977,0.0,3.0,,10.0,0.0,15.8,,52.7
1984,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20605,0.0,11.0,,13.0,0.0,53.4,,63.1
1984,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,32023,0.0,38.0,,61.0,0.0,118.7,,190.5
1984,69,137.0,Morgan,7,Central,Mostly Urban,36.2,36976,0.0,21.0,,24.0,0.0,56.8,,64.9
1984,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14511,0.0,8.0,,19.0,0.0,55.1,,130.9
1984,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45920,0.0,38.0,,71.0,0.0,82.8,,154.6
1984,72,143.0,Peoria,10,Central,Mostly Urban,14.6,190605,0.0,258.0,,296.0,0.0,135.4,,155.3
1984,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22258,0.0,15.0,,43.0,0.0,67.4,,193.2
1984,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16305,0.0,4.0,,12.0,0.0,24.5,,73.6
1984,75,149.0,Pike,8,Central,Mostly Rural,72.3,18788,0.0,49.0,,14.0,0.0,260.8,,74.5
1984,76,151.0,Pope,1,Southern,Completely Rural,100.0,4587,0.0,10.0,,14.0,0.0,218.0,,305.2
1984,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8349,0.0,13.0,,13.0,0.0,155.7,,155.7
1984,78,155.0,Putnam,10,Central,Completely Rural,100.0,6090,0.0,3.0,,2.0,0.0,49.3,,32.8
1984,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35461,0.0,23.0,,38.0,0.0,64.9,,107.2
1984,80,159.0,Richland,2,Southern,Mostly Urban,43.5,18243,0.0,7.0,,40.0,0.0,38.4,,219.3
1984,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,162115,0.0,135.0,,291.0,0.0,83.3,,179.5
1984,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265028,0.0,268.0,,370.0,0.0,101.1,,139.6
1984,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28698,0.0,35.0,,61.0,0.0,122.0,,212.6
1984,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,176144,0.0,160.0,,171.0,0.0,90.8,,97.1
1984,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7993,0.0,3.0,,10.0,0.0,37.5,,125.1
1984,86,171.0,Scott,7,Central,Completely Rural,100.0,5894,0.0,4.0,,3.0,0.0,67.9,,50.9
1984,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23294,0.0,7.0,,3.0,0.0,30.1,,12.9
1984,88,175.0,Stark,10,Central,Completely Rural,100.0,7070,0.0,2.0,,4.0,0.0,28.3,,56.6
1984,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49362,0.0,47.0,,72.0,0.0,95.2,,145.9
1984,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,127568,0.0,62.0,,89.0,0.0,48.6,,69.8
1984,91,181.0,Union,1,Southern,Mostly Rural,65.9,18266,0.0,6.0,,24.0,0.0,32.8,,131.4
1984,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,92141,0.0,56.0,,182.0,0.0,60.8,,197.5
1984,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13939,0.0,13.0,,14.0,0.0,93.3,,100.4
1984,94,187.0,Warren,9,Central,Mostly Urban,45.5,21084,0.0,23.0,,18.0,0.0,109.1,,85.4
1984,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15219,0.0,1.0,,14.0,0.0,6.6,,92.0
1984,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18612,0.0,4.0,,24.0,0.0,21.5,,128.9
1984,97,193.0,White,2,Southern,Mostly Rural,62.0,18086,0.0,12.0,,51.0,0.0,66.3,,282.0
1984,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,62828,0.0,53.0,,102.0,0.0,84.4,,162.3
1984,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,328511,4.0,244.0,,382.0,1.2,74.3,,116.3
1984,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58384,0.0,34.0,,100.0,0.0,58.2,,171.3
1984,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,247853,0.0,159.0,,266.0,0.0,64.2,,107.3
1984,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32805,0.0,13.0,,30.0,0.0,39.6,,91.4
1985,1,1.0,Adams,8,Central,Mostly Urban,32.6,68547,0.0,38.0,,74.0,0.0,55.4,,108.0
1985,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11677,0.0,37.0,,45.0,0.0,316.9,,385.4
1985,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15599,0.0,12.0,,20.0,0.0,76.9,,128.2
1985,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29483,0.0,10.0,,35.0,0.0,33.9,,118.7
1985,5,9.0,Brown,8,Central,Mostly Urban,41.1,5736,0.0,2.0,,9.0,0.0,34.9,,156.9
1985,6,11.0,Bureau,13,Central,Mostly Rural,57.4,37704,0.0,25.0,,49.0,0.0,66.3,,130.0
1985,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5551,0.0,7.0,,10.0,0.0,126.1,,180.1
1985,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17801,0.0,10.0,,21.0,0.0,56.2,,118.0
1985,9,17.0,Cass,8,Central,Mostly Rural,52.1,14223,0.0,7.0,,9.0,0.0,49.2,,63.3
1985,10,19.0,Champaign,6,Central,Mostly Urban,12.7,171355,0.0,124.0,,246.0,0.0,72.4,,143.6
1985,11,21.0,Christian,4,Central,Mostly Urban,43.5,35700,0.0,31.0,,62.0,0.0,86.8,,173.7
1985,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16555,0.0,8.0,,24.0,0.0,48.3,,145.0
1985,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15180,0.0,7.0,,40.0,0.0,46.1,,263.5
1985,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33781,0.0,11.0,,49.0,0.0,32.6,,145.1
1985,15,29.0,Coles,5,Central,Mostly Urban,24.3,52594,0.0,47.0,,90.0,0.0,89.4,,171.1
1985,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5201817,10.0,7289.0,,7568.0,0.2,140.1,,145.5
1985,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20896,0.0,7.0,,20.0,0.0,33.5,,95.7
1985,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10879,0.0,0.0,,2.0,0.0,0.0,,18.4
1985,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,72978,0.0,19.0,,85.0,0.0,26.0,,116.5
1985,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17442,0.0,5.0,,9.0,0.0,28.7,,51.6
1985,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19552,0.0,12.0,,8.0,0.0,61.4,,40.9
1985,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,714497,0.0,322.0,,879.0,0.0,45.1,,123.0
1985,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20968,0.0,13.0,,42.0,0.0,62.0,,200.3
1985,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8153,0.0,0.0,,2.0,0.0,0.0,,24.5
1985,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31354,0.0,10.0,,26.0,0.0,31.9,,82.9
1985,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21788,0.0,13.0,,30.0,0.0,59.7,,137.7
1985,27,53.0,Ford,11,Central,Mostly Urban,41.8,14921,0.0,5.0,,7.0,0.0,33.5,,46.9
1985,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42969,0.0,34.0,,56.0,0.0,79.1,,130.3
1985,29,57.0,Fulton,9,Central,Mostly Rural,60.0,39793,0.0,52.0,,67.0,0.0,130.7,,168.4
1985,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7602,0.0,2.0,,17.0,0.0,26.3,,223.6
1985,31,61.0,Greene,7,Central,Mostly Rural,70.8,15874,0.0,5.0,,2.0,0.0,31.5,,12.6
1985,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,30845,0.0,4.0,,26.0,0.0,13.0,,84.3
1985,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,9086,0.0,7.0,,10.0,0.0,77.0,,110.1
1985,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22720,0.0,20.0,,47.0,0.0,88.0,,206.9
1985,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5369,0.0,1.0,,3.0,0.0,18.6,,55.9
1985,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8653,0.0,3.0,,12.0,0.0,34.7,,138.7
1985,37,73.0,Henry,14,Central,Mostly Rural,50.3,54721,0.0,36.0,,65.0,0.0,65.8,,118.8
1985,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,32156,0.0,13.0,,58.0,0.0,40.4,,180.4
1985,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61440,0.0,83.0,,102.0,0.0,135.1,,166.0
1985,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11133,0.0,3.0,,12.0,0.0,26.9,,107.8
1985,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38577,1.0,76.0,,89.0,2.6,197.0,,230.7
1985,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20243,0.0,14.0,,29.0,0.0,69.2,,143.3
1985,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22871,0.0,5.0,,4.0,0.0,21.9,,17.5
1985,44,87.0,Johnson,1,Southern,Completely Rural,100.0,10995,0.0,22.0,,19.0,0.0,200.1,,172.8
1985,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,289277,1.0,175.0,,399.0,0.3,60.5,,137.9
1985,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,97039,0.0,110.0,,110.0,0.0,113.4,,113.4
1985,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37283,0.0,2.0,,20.0,0.0,5.4,,53.6
1985,48,95.0,Knox,9,Central,Mostly Urban,24.3,57554,0.0,18.0,,83.0,0.0,31.3,,144.2
1985,49,97.0,Lake,19,Northern - Collar,Mostly Urban,1.3,465821,0.0,206.0,,532.0,0.0,44.2,,114.2
1985,50,99.0,LaSalle,13,Northern - Other,Mostly Urban,30.2,107957,2.0,70.0,,87.0,1.9,64.8,,80.6
1985,51,101.0,Lawrence,2,Southern,Mostly Rural,58.0,17860,0.0,5.0,,14.0,0.0,28.0,,78.4
1985,52,103.0,Lee,15,Northern - Other,Mostly Rural,53.2,34330,0.0,22.0,,78.0,0.0,64.1,,227.2
1985,53,105.0,Livingston,11,Central,Mostly Urban,40.8,40191,0.0,50.0,,47.0,0.0,124.4,,116.9
1985,54,107.0,Logan,11,Central,Mostly Urban,39.9,31354,0.0,9.0,,20.0,0.0,28.7,,63.8
1985,55,109.0,McDonough,9,Central,Mostly Urban,29.5,35954,0.0,57.0,,109.0,0.0,158.5,,303.2
1985,56,111.0,McHenry,22,Northern - Collar,Mostly Urban,9.9,157672,0.0,66.0,,104.0,0.0,41.9,,66.0
1985,57,113.0,McLean,11,Central,Mostly Urban,16.5,122918,0.0,93.0,,154.0,0.0,75.7,,125.3
1985,58,115.0,Macon,6,Central,Mostly Urban,15.3,124970,0.0,125.0,,130.0,0.0,100.0,,104.0
1985,59,117.0,Macoupin,7,Central,Mostly Rural,58.5,49182,0.0,38.0,,30.0,0.0,77.3,,61.0
1985,60,119.0,Madison,3,Southern,Mostly Urban,13.3,246494,0.0,226.0,,342.0,0.0,91.7,,138.7
1985,61,121.0,Marion,4,Southern,Mostly Urban,45.1,43675,0.0,37.0,,90.0,0.0,84.7,,206.1
1985,62,123.0,Marshall,10,Central,Completely Rural,100.0,13478,0.0,3.0,,9.0,0.0,22.3,,66.8
1985,63,125.0,Mason,8,Central,Mostly Rural,77.5,17520,0.0,5.0,,41.0,0.0,28.5,,234.0
1985,64,127.0,Massac,1,Southern,Mostly Rural,50.5,14968,0.0,15.0,,25.0,0.0,100.2,,167.0
1985,65,129.0,Menard,8,Central,Mostly Rural,75.7,11592,0.0,7.0,,10.0,0.0,60.4,,86.3
1985,66,131.0,Mercer,14,Central,Mostly Rural,77.8,18584,0.0,5.0,,8.0,0.0,26.9,,43.0
1985,67,133.0,Monroe,20,Southern,Mostly Urban,41.4,20701,0.0,8.0,,21.0,0.0,38.6,,101.4
1985,68,135.0,Montgomery,4,Central,Mostly Urban,41.6,31898,0.0,27.0,,30.0,0.0,84.6,,94.0
1985,69,137.0,Morgan,7,Central,Mostly Urban,36.2,37338,0.0,27.0,,37.0,0.0,72.3,,99.1
1985,70,139.0,Moultrie,6,Central,Mostly Rural,69.2,14392,0.0,16.0,,14.0,0.0,111.2,,97.3
1985,71,141.0,Ogle,15,Northern - Other,Mostly Urban,47.1,45969,0.0,23.0,,47.0,0.0,50.0,,102.2
1985,72,143.0,Peoria,10,Central,Mostly Urban,14.6,186607,0.0,206.0,,297.0,0.0,110.4,,159.2
1985,73,145.0,Perry,20,Southern,Mostly Urban,43.6,22219,0.0,16.0,,45.0,0.0,72.0,,202.5
1985,74,147.0,Piatt,6,Central,Mostly Rural,67.7,16192,0.0,4.0,,16.0,0.0,24.7,,98.8
1985,75,149.0,Pike,8,Central,Mostly Rural,72.3,18443,0.0,14.0,,18.0,0.0,75.9,,97.6
1985,76,151.0,Pope,1,Southern,Completely Rural,100.0,4541,0.0,5.0,,20.0,0.0,110.1,,440.4
1985,77,153.0,Pulaski,1,Southern,Completely Rural,100.0,8225,0.0,0.0,,9.0,0.0,0.0,,109.4
1985,78,155.0,Putnam,10,Central,Completely Rural,100.0,5990,0.0,7.0,,5.0,0.0,116.9,,83.5
1985,79,157.0,Randolph,20,Southern,Mostly Urban,42.6,35439,1.0,28.0,,37.0,2.8,79.0,,104.4
1985,80,159.0,Richland,2,Southern,Mostly Urban,43.5,17974,0.0,19.0,,29.0,0.0,105.7,,161.3
1985,81,161.0,Rock Island,14,Central,Mostly Urban,10.9,158931,0.0,128.0,,306.0,0.0,80.5,,192.5
1985,82,163.0,St. Clair,20,Southern,Mostly Urban,9.8,265155,0.0,204.0,,414.0,0.0,76.9,,156.1
1985,83,165.0,Saline,1,Southern,Mostly Urban,43.7,28477,0.0,27.0,,100.0,0.0,94.8,,351.2
1985,84,167.0,Sangamon,7,Central,Mostly Urban,14.1,176512,1.0,151.0,,230.0,0.6,85.5,,130.3
1985,85,169.0,Schuyler,8,Central,Mostly Rural,57.6,7809,0.0,7.0,,4.0,0.0,89.6,,51.2
1985,86,171.0,Scott,7,Central,Completely Rural,100.0,5886,0.0,0.0,,1.0,0.0,0.0,,17.0
1985,87,173.0,Shelby,4,Central,Mostly Rural,77.7,23146,0.0,10.0,,13.0,0.0,43.2,,56.2
1985,88,175.0,Stark,10,Central,Completely Rural,100.0,7020,0.0,8.0,,0.0,0.0,114.0,,0.0
1985,89,177.0,Stephenson,15,Northern - Other,Mostly Urban,40.1,49232,0.0,56.0,,97.0,0.0,113.7,,197.0
1985,90,179.0,Tazewell,10,Central,Mostly Urban,20.4,125048,0.0,40.0,,89.0,0.0,32.0,,71.2
1985,91,181.0,Union,1,Southern,Mostly Rural,65.9,18265,0.0,25.0,,10.0,0.0,136.9,,54.7
1985,92,183.0,Vermilion,5,Central,Mostly Urban,31.3,91584,0.0,65.0,,140.0,0.0,71.0,,152.9
1985,93,185.0,Wabash,2,Southern,Mostly Urban,38.9,13824,0.0,3.0,,28.0,0.0,21.7,,202.5
1985,94,187.0,Warren,9,Central,Mostly Urban,45.5,20759,0.0,30.0,,50.0,0.0,144.5,,240.9
1985,95,189.0,Washington,20,Southern,Mostly Rural,73.6,15230,0.0,1.0,,11.0,0.0,6.6,,72.2
1985,96,191.0,Wayne,2,Southern,Mostly Rural,69.9,18403,0.0,15.0,,14.0,0.0,81.5,,76.1
1985,97,193.0,White,2,Southern,Mostly Rural,62.0,17934,0.0,19.0,,65.0,0.0,105.9,,362.4
1985,98,195.0,Whiteside,14,Northern - Other,Mostly Urban,37.3,62313,0.0,48.0,,103.0,0.0,77.0,,165.3
1985,99,197.0,Will,12,Northern - Collar,Mostly Urban,3.9,330895,2.0,235.0,,308.0,0.6,71.0,,93.1
1985,100,199.0,Williamson,1,Southern,Mostly Urban,34.8,58557,0.0,59.0,,118.0,0.0,100.8,,201.5
1985,101,201.0,Winnebago,17,Northern - Other,Mostly Urban,7.9,249140,0.0,147.0,,226.0,0.0,59.0,,90.7
1985,102,203.0,Woodford,11,Central,Mostly Rural,54.9,32304,0.0,10.0,,15.0,0.0,31.0,,46.4
1986,1,1.0,Adams,8,Central,Mostly Urban,32.6,67405,0.0,52.0,,97.0,0.0,77.1,,143.9
1986,2,3.0,Alexander,1,Southern,Mostly Rural,61.9,11415,0.0,23.0,,36.0,0.0,201.5,,315.4
1986,3,5.0,Bond,3,Southern,Mostly Rural,60.7,15538,0.0,35.0,,23.0,0.0,225.3,,148.0
1986,4,7.0,Boone,17,Northern - Other,Mostly Urban,19.4,29629,0.0,18.0,,28.0,0.0,60.8,,94.5
1986,5,9.0,Brown,8,Central,Mostly Urban,41.1,5615,0.0,3.0,,1.0,0.0,53.4,,17.8
1986,6,11.0,Bureau,13,Central,Mostly Rural,57.4,37127,0.0,48.0,,21.0,0.0,129.3,,56.6
1986,7,13.0,Calhoun,8,Southern,Completely Rural,100.0,5498,0.0,0.0,,11.0,0.0,0.0,,200.1
1986,8,15.0,Carroll,15,Northern - Other,Mostly Rural,81.9,17485,0.0,8.0,,27.0,0.0,45.8,,154.4
1986,9,17.0,Cass,8,Central,Mostly Rural,52.1,13891,0.0,17.0,,16.0,0.0,122.4,,115.2
1986,10,19.0,Champaign,6,Central,Mostly Urban,12.7,173215,0.0,148.0,,270.0,0.0,85.4,,155.9
1986,11,21.0,Christian,4,Central,Mostly Urban,43.5,35199,0.0,27.0,,33.0,0.0,76.7,,93.8
1986,12,23.0,Clark,5,Southern,Mostly Rural,59.5,16215,0.0,20.0,,32.0,0.0,123.3,,197.3
1986,13,25.0,Clay,4,Southern,Mostly Rural,64.7,15045,0.0,10.0,,41.0,0.0,66.5,,272.5
1986,14,27.0,Clinton,4,Southern,Mostly Urban,48.8,33869,0.0,19.0,,34.0,0.0,56.1,,100.4
1986,15,29.0,Coles,5,Central,Mostly Urban,24.3,52272,0.0,45.0,,98.0,0.0,86.1,,187.5
1986,16,31.0,Cook,co,Northern - Cook,Completely Urban,0.0,5187228,16.0,7942.0,,8706.0,0.3,153.1,,167.8
1986,17,33.0,Crawford,2,Southern,Mostly Rural,60.2,20740,0.0,29.0,,22.0,0.0,139.8,,106.1
1986,18,35.0,Cumberland,5,Southern,Completely Rural,100.0,10792,0.0,4.0,,6.0,0.0,37.1,,55.6
1986,19,37.0,DeKalb,23,Northern - Other,Mostly Urban,20.3,74011,0.0,12.0,,79.0,0.0,16.2,,106.7
1986,20,39.0,De Witt,6,Central,Mostly Urban,48.8,17136,0.0,4.0,,21.0,0.0,23.3,,122.5
1986,21,41.0,Douglas,6,Central,Mostly Rural,61.6,19663,0.0,4.0,,15.0,0.0,20.3,,76.3
1986,22,43.0,DuPage,18,Northern - Collar,Completely Urban,0.0,726512,0.0,360.0,,914.0,0.0,49.6,,125.8
1986,23,45.0,Edgar,5,Central,Mostly Rural,51.8,20729,0.0,13.0,,35.0,0.0,62.7,,168.8
1986,24,47.0,Edwards,2,Southern,Completely Rural,100.0,8029,0.0,3.0,,7.0,0.0,37.4,,87.2
1986,25,49.0,Effingham,4,Southern,Mostly Rural,59.7,31282,0.0,9.0,,33.0,0.0,28.8,,105.5
1986,26,51.0,Fayette,4,Southern,Mostly Rural,67.0,21665,0.0,24.0,,39.0,0.0,110.8,,180.0
1986,27,53.0,Ford,11,Central,Mostly Urban,41.8,14854,0.0,2.0,,23.0,0.0,13.5,,154.8
1986,28,55.0,Franklin,2,Southern,Mostly Urban,48.6,42844,2.0,38.0,,59.0,4.7,88.7,,137.7
1986,29,57.0,Fulton,9,Central,Mostly Rural,60.0,38649,0.0,29.0,,75.0,0.0,75.0,,194.1
1986,30,59.0,Gallatin,2,Southern,Completely Rural,100.0,7490,0.0,4.0,,9.0,0.0,53.4,,120.2
1986,31,61.0,Greene,7,Central,Mostly Rural,70.8,15695,0.0,14.0,,3.0,0.0,89.2,,19.1
1986,32,63.0,Grundy,13,Northern - Other,Mostly Urban,24.4,31024,0.0,0.0,,29.0,0.0,0.0,,93.5
1986,33,65.0,Hamilton,2,Southern,Mostly Rural,68.1,8919,0.0,10.0,,8.0,0.0,112.1,,89.7
1986,34,67.0,Hancock,9,Central,Mostly Rural,71.0,22308,0.0,28.0,,48.0,0.0,125.5,,215.2
1986,35,69.0,Hardin,2,Southern,Completely Rural,100.0,5294,0.0,9.0,,1.0,0.0,170.0,,18.9
1986,36,71.0,Henderson,9,Central,Mostly Rural,99.7,8418,0.0,1.0,,5.0,0.0,11.9,,59.4
1986,37,73.0,Henry,14,Central,Mostly Rural,50.3,53681,0.0,19.0,,64.0,0.0,35.4,,119.2
1986,38,75.0,Iroquois,21,Central,Mostly Rural,71.7,31765,0.0,20.0,,30.0,0.0,63.0,,94.4
1986,39,77.0,Jackson,1,Southern,Mostly Urban,37.2,61080,0.0,54.0,,116.0,0.0,88.4,,189.9
1986,40,79.0,Jasper,4,Southern,Mostly Rural,69.9,11135,0.0,6.0,,11.0,0.0,53.9,,98.8
1986,41,81.0,Jefferson,2,Southern,Mostly Rural,58.8,38103,0.0,41.0,,81.0,0.0,107.6,,212.6
1986,42,83.0,Jersey,7,Southern,Mostly Rural,60.6,20331,0.0,19.0,,28.0,0.0,93.5,,137.7
1986,43,85.0,Jo Daviess,15,Northern - Other,Mostly Rural,72.6,22592,0.0,7.0,,6.0,0.0,31.0,,26.6
1986,44,87.0,Johnson,1,Southern,Completely Rural,100.0,11173,0.0,17.0,,28.0,0.0,152.2,,250.6
1986,45,89.0,Kane,16,Northern - Collar,Mostly Urban,3.6,293743,0.0,157.0,,355.0,0.0,53.4,,120.9
1986,46,91.0,Kankakee,21,Central,Mostly Urban,24.5,95926,0.0,52.0,,148.0,0.0,54.2,,154.3
1986,47,93.0,Kendall,23,Northern - Other,Mostly Urban,10.4,37322,0.0,5.0,,22.0,0.0,13.4,,58.9
